Timestamp,Zone,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,RotX,RotY,RotZ,MagX,MagY,MagZ
2025-11-24 09:33:49.765,0,-2.69,3.08,9.39,-0.29,-0.03,-0.04,-0.05,0.2,0.88,21.09,-20.61,-26.12
2025-11-24 09:48:15.645,0,-0.79,4.79,8.23,-0.29,0.02,-0.18,0.14,0.2,0.63,31.48,-16.61,-35.4
2025-11-24 09:15:15.479,3,-1.65,6.96,8.18,-0.0,-0.75,-0.43,0.31,0.09,0.04,10.18,3.75,-46.86
2025-11-24 09:29:07.657,3,-4.21,4.43,7.55,-0.17,-0.14,0.1,-0.04,0.31,0.79,30.24,-22.43,-19.59
2025-11-24 09:30:17.717,6,-0.54,4.69,9.51,-0.05,0.04,0.01,0.08,0.25,0.83,21.96,-25.86,-25.84
2025-11-24 09:15:26.675,0,-0.3,2.77,9.01,0.25,-0.24,0.3,0.14,-0.0,-0.19,-6.09,13.82,-42.53
2025-11-24 09:18:13.846,9,-1.91,3.44,8.6,-1.12,-0.95,-0.07,0.2,0.01,-0.48,-2.08,-2.19,-51.32
2025-11-24 09:23:43.964,5,-7.33,3.97,6.91,-0.03,0.05,-0.13,0.16,0.38,0.17,35.21,-3.19,-25.2
2025-11-24 09:23:43.072,8,-5.16,2.38,8.28,-0.66,-0.38,-0.46,0.08,0.32,0.17,30.99,2.57,-27.68
2025-11-23 22:48:35.476,6,1.13,7.2,6.2,-0.03,0.03,-0.0,0.37,0.18,0.52,5.25,-23.38,-25.35
2025-11-24 09:34:41.703,3,-4.45,6.82,7.78,-0.0,-0.06,0.02,-0.09,0.44,0.83,22.95,-29.34,-10.99
2025-11-24 09:30:28.767,8,-3.41,2.95,8.74,-0.13,-0.16,0.08,-0.05,0.23,0.82,28.14,-19.28,-24.84
2025-11-24 09:34:10.047,2,-5.42,6.55,6.16,0.03,-0.19,0.07,-0.11,0.47,0.8,26.76,-27.15,-7.11
2025-11-24 09:35:00.003,9,-3.21,4.78,7.63,0.1,0.03,0.02,-0.07,0.3,0.87,20.53,-24.84,-18.21
2025-11-24 09:38:52.443,5,-4.49,4.26,7.44,-0.28,-0.26,0.03,-0.18,0.3,0.83,30.17,-19.86,-16.97
2025-11-24 09:34:36.404,0,-3.82,4.25,8.92,-0.38,-0.07,0.1,-0.09,0.29,0.89,22.14,-24.32,-20.89
2025-11-24 09:30:01.639,4,-0.23,7.72,7.35,-0.3,0.26,0.06,0.19,0.35,0.78,19.56,-29.87,-17.76
2025-11-24 09:28:48.660,2,-5.22,4.06,7.38,-0.11,-0.29,-0.65,-0.14,0.31,0.79,34.41,-19.2,-16.5
2025-11-24 09:47:45.800,1,-3.61,6.52,7.59,-0.34,-0.5,-0.06,0.07,0.36,0.69,40.35,-20.23,-23.33
2025-11-24 09:34:11.493,8,-2.55,5.01,8.47,-0.58,-0.42,0.04,-0.05,0.29,0.88,18.69,-26.72,-20.36
2025-11-23 22:48:31.695,5,1.13,7.58,5.85,-0.26,0.17,-0.02,0.38,0.2,0.54,7.03,-21.84,-24.64
2025-11-24 09:29:00.894,9,-3.4,2.01,9.09,-0.07,0.08,-0.04,-0.09,0.21,0.79,31.33,-13.58,-27.39
2025-11-23 22:45:09.520,4,1.62,7.3,6.85,-0.01,-0.01,-0.01,0.35,0.21,0.6,6.81,-21.11,-25.65
2025-11-24 09:23:28.067,6,6.46,4.53,7.02,0.48,-0.5,0.38,0.04,-0.45,-0.43,-33.71,-12.75,-8.66
2025-11-24 09:47:25.329,3,-1.51,5.65,9.62,0.26,0.38,-0.3,0.12,0.28,0.67,36.28,-18.34,-29.72
2025-11-23 22:48:32.653,8,1.35,7.06,6.53,-0.04,0.11,-0.02,0.37,0.17,0.52,6.36,-21.53,-25.67
2025-11-24 09:33:19.979,9,-0.52,2.99,9.95,0.27,-0.03,0.07,0.05,0.18,0.9,14.46,-22.29,-25.07
2025-11-24 09:38:31.796,8,-4.7,2.91,8.61,-0.55,-0.1,-0.47,-0.12,0.22,0.84,26.21,-17.78,-23.53
2025-11-24 09:48:01.035,7,-2.71,5.69,7.24,-0.05,-0.12,-0.11,0.08,0.31,0.67,38.98,-17.04,-27.6
2025-11-24 09:34:32.779,7,-4.13,6.22,6.38,-0.16,-0.32,-0.1,-0.12,0.4,0.87,21.26,-28.16,-13.76
2025-11-24 09:23:48.337,9,-6.85,1.86,7.38,0.23,-0.04,0.2,0.22,0.33,-0.21,25.16,7.28,-30.96
2025-11-24 09:47:55.285,5,-3.01,4.3,9.25,0.17,0.09,0.12,0.07,0.29,0.64,40.31,-14.03,-29.38
2025-11-24 09:23:36.649,2,-7.37,4.93,5.23,0.62,0.06,-0.27,0.45,-0.22,-0.85,31.31,-26.83,-17.21
